"Mass"	"Uniprot"	"ProteinNames"	"Symbol"	"Intensity.WT_Rep1"	"Intensity.WT_Rep2"	"Intensity.WT_Rep3"	"Mean_wt"	"Median_wt"	"logFC"	"Pvalue_limma"
1002.5134	"P61164"	"Alpha-centractin;Beta-centractin"	"Actr1a;Actr1b"	25592000	15762000	7192300	16182100	15762000	-2.55233617720651	0.0319109998910579
1815.8904	"O35490"	"Betaine--homocysteine S-methyltransferase 1"	"Bhmt"	149470000	56178000	27312000	77653333.3333333	56178000	-4.76716907049259	5.21134973373207e-05
1097.5717	"O35490"	"Betaine--homocysteine S-methyltransferase 1;S-methylmethionine--homocysteine S-methyltransferase BHMT2"	"Bhmt;Bhmt2"	135800000	46016000	20436000	67417333.3333333	46016000	-4.49765642341793	0.000102084681651601
1388.7524	"P61407"	"Tudor domain-containing protein 6"	"Tdrd6"	13635000	4023700	2620500	6759733.33333333	4023700	-1.65454754610698	0.123528226790536
1365.6962	"Q9QY83"	"Actin-like protein 7B"	"Actl7b"	14115000	15679000	6220700	12004900	14115000	-2.00305638139945	0.0716657956680763
1614.8294	"Q920E5"	"Farnesyl pyrophosphate synthase"	"Fdps"	26939000	7629100	3575600	12714566.6666667	7629100	-1.75768941784473	0.121377251457714
1460.7511	"P27786"	"Steroid 17-alpha-hydroxylase/17,20 lyase"	"Cyp17a1"	212230000	128660000	56284000	132391333.333333	128660000	-4.88624140709019	2.23514457013194e-05
1028.623	"P13707"	"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"	"Gpd1"	24314000	16024000	8375300	16237766.6666667	16024000	-1.81007205787932	0.124254392905447
777.37695	"Q01755"	"T-complex protein 11"	"Tcp11"	19248000	6372700	2809000	9476566.66666667	6372700	-1.51278370247725	0.173073139996844
2017.0514	"Q9QXD6"	"Fructose-1,6-bisphosphatase 1"	"Fbp1"	176560000	59416000	19295000	85090333.3333333	59416000	-1.73091214241949	0.105456599191531
2247.096	"P58044"	"Isopentenyl-diphosphate Delta-isomerase 1"	"Idi1"	48779000	16480000	5529500	23596166.6666667	16480000	-1.70828411343974	0.144793045644997
1525.7347	"P16627"	"Heat shock 70 kDa protein 1-like"	"Hspa1l"	36260000	15533000	5683700	19158900	15533000	-2.38860079754221	0.0330837882618481
752.3891	"P09041"	"Phosphoglycerate kinase 2"	"Pgk2"	37706000	20581000	6019500	21435500	20581000	-2.71403672181368	0.0221452886778074
912.46649	"Q9D379"	"Epoxide hydrolase 1"	"Ephx1"	73911000	15173000	6271700	31785233.3333333	15173000	-1.50035092137615	0.198894772200427
1202.6507	"P80313"	"T-complex protein 1 subunit eta"	"Cct7"	72631000	44813000	18925000	45456333.3333333	44813000	-1.55503826256025	0.202798279577477
2112.9238	"P09041"	"Phosphoglycerate kinase 2"	"Pgk2"	41573000	23246000	8899400	24572800	23246000	-2.01661756665175	0.0751169126901884
1439.8712	"Q8VC30"	"Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing);ATP-dependent dihydroxyacetone kinase;FAD-AMP lyase (cyclizing)"	"Dak"	30409000	17309000	6696600	18138200	17309000	-1.74308982696759	0.110612336339669
964.48656	"Q64442"	"Sorbitol dehydrogenase"	"Sord"	17884000	20665000	6097200	14882066.6666667	17884000	-1.70948749174594	0.119170472321846
1029.5243	"Q9JJN4"	"Succinyl-CoA:3-ketoacid coenzyme A transferase 2B, mitochondrial;Succinyl-CoA:3-ketoacid coenzyme A transferase 2A, mitochondrial"	"Oxct2b;Oxct2a"	22309000	8160900	2703900	11057933.3333333	8160900	-1.76888852437511	0.108892977670675
1380.7137	"Q0P5Y3"	"Tubulin polymerization-promoting protein family member 2"	"Tppp2"	9213400	14832000	5895500	9980300	9213400	-1.57266166203109	0.136102380123919
2738.3275	"P34022"	"Ran-specific GTPase-activating protein"	"Ranbp1"	109710000	29656000	24636000	54667333.3333333	29656000	-1.81025081343501	0.137776330344662
1950.8968	"O35490"	"Betaine--homocysteine S-methyltransferase 1"	"Bhmt"	80643000	33519000	18128000	44096666.6666667	33519000	-4.97114698127928	1.39567675706937e-05
1531.8585	"Q8BVR0"	"Barrier-to-autointegration factor-like protein"	"Banf2"	10733000	3792500	1775500	5433666.66666667	3792500	-1.52563527791719	0.16152404588365
1453.6355	"A6H630"	"Protein-glutamate O-methyltransferase"	"Armt1"	15883000	10595000	4785100	10421033.3333333	10595000	-1.59576579550616	0.146056749567389
2991.4509	"A6H630"	"Protein-glutamate O-methyltransferase"	"Armt1"	44739000	26173000	12708000	27873333.3333333	26173000	-1.65326898979538	0.14926269960942
2032.9459	"P17156"	"Heat shock-related 70 kDa protein 2"	"Hspa2"	36428000	3855500	14545000	18276166.6666667	14545000	-1.54925009102479	0.159981832224375
810.28226	"P15265"	"Sperm mitochondrial-associated cysteine-rich protein"	"Smcp"	9894800	32010000	9081500	16995433.3333333	9894800	-2.9264527668506	0.00660113467340555
3965.6971	"P15105"	"Glutamine synthetase"	"Glul"	70093000	15966000	5391200	30483400	15966000	-2.44369586722688	0.0310718154854457
1737.876	"Q9WU65"	"Glycerol kinase 2"	"Gk2"	18086000	7256400	0	8447466.66666667	7256400	-1.65428848113523	0.135657675629237
1897.8451	"O88987"	"A-kinase anchor protein 3"	"Akap3"	40257000	11077000	4983100	18772366.6666667	11077000	-2.3174048785256	0.052219807648721
2869.5549	"P17156"	"Heat shock-related 70 kDa protein 2"	"Hspa2"	53123000	14692000	1635800	23150266.6666667	14692000	-2.46861144786864	0.0363850705083447
996.50288	"P27773"	"Protein disulfide-isomerase A3"	"Pdia3"	131540000	109720000	43364000	94874666.6666667	109720000	-1.85583361948009	0.138676105109228
1479.6994	"Q9QXD6"	"Fructose-1,6-bisphosphatase 1"	"Fbp1"	92342000	66523000	22300000	60388333.3333333	66523000	-2.0686426809844	0.0696831142811934
2189.1553	"Q9DCN2"	"NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form"	"Cyb5r3"	5293900	1255900	4904300	3818033.33333333	4904300	-1.91332915163923	0.0723486428103514
1264.6187	"Q6P902"	"Thioredoxin domain-containing protein 2"	"Txndc2"	22827000	15239000	6014100	14693366.6666667	15239000	-1.85336554333889	0.0929497139684817
1740.9258	"A3KGV1"	"Outer dense fiber protein 2"	"Odf2"	6893700	5611000	4668200	5724300	5611000	-1.51023472102138	0.160606546790179
2427.1125	"Q8VIJ6"	"Splicing factor, proline- and glutamine-rich"	"Sfpq"	86783000	22198000	13557000	40846000	22198000	-1.65221295213987	0.176766170701446
1092.5451	"P06801"	"NADP-dependent malic enzyme"	"Me1"	87517000	52600000	18061000	52726000	52600000	-1.67014063464822	0.175230775534167
2051.1779	"O88987"	"A-kinase anchor protein 3"	"Akap3"	41457000	6957200	1417300	16610500	6957200	-1.52080742110717	0.212156064554782
2188.1966	"Q9DAN1"	"Protein disulfide-isomerase-like protein of the testis"	"Pdilt"	35509000	6946900	1209700	14555200	6946900	-1.80973402276924	0.124003263736212
1751.873	"A3KGV1"	"Outer dense fiber protein 2"	"Odf2"	129280000	26941000	8751100	54990700	26941000	-1.87915757856174	0.0885385997865859
2047.095	"B2RY50"	"Armadillo repeat-containing protein 4"	"Armc4"	6436500	4485900	1364600	4095666.66666667	4485900	-1.59861263175697	0.144405957193363
2361.0622	"Q8K310"	"Matrin-3"	"Matr3"	56081000	7124300	4276900	22494066.6666667	7124300	-2.53244479441671	0.0233374285065708
1810.9479	"P27786"	"Steroid 17-alpha-hydroxylase/17,20 lyase"	"Cyp17a1"	189450000	102750000	41466000	111222000	102750000	-5.41865511935165	5.88903574310531e-06
1087.6489	"O88987"	"A-kinase anchor protein 3"	"Akap3"	19695000	13550000	4444000	12563000	13550000	-1.55026248997319	0.15885264867822
3240.5251	"Q8R2G4"	"Ecto-ADP-ribosyltransferase 3"	"Art3"	79508000	39174000	22140000	46940666.6666667	39174000	-1.9824307219508	0.0922449331207129
1447.6653	"Q61999"	"Outer dense fiber protein 1"	"Odf1"	64488000	49088000	13426000	42334000	49088000	-1.9161964851553	0.0943619710684388
774.38718	"Q9JHU4"	"Cytoplasmic dynein 1 heavy chain 1"	"Dync1h1"	6437800	5164000	1848600	4483466.66666667	5164000	-1.59812211930435	0.138456038787011
3084.561	"Q8BKC5"	"Importin-5"	"Ipo5"	251040000	48475000	11355000	103623333.333333	48475000	-2.1021892707823	0.0992690299089762
3012.4676	"Q9EQF6"	"Dihydropyrimidinase-related protein 5"	"Dpysl5"	24977000	8723200	4582900	12761033.3333333	8723200	-1.52140705052636	0.186272701580925
1953.9221	"P10852"	"4F2 cell-surface antigen heavy chain"	"Slc3a2"	96172000	25851000	10761000	44261333.3333333	25851000	-1.98321130602143	0.107242491031689
1074.5306	"O35490"	"Betaine--homocysteine S-methyltransferase 1"	"Bhmt"	108780000	15515000	6801200	43698733.3333333	15515000	-3.88171095118899	0.000659243059301509
920.47158	"O35490"	"Betaine--homocysteine S-methyltransferase 1"	"Bhmt"	63811000	27769000	0	30526666.6666667	27769000	-3.35596889457613	0.005279143138708
1119.556	"Q9D379"	"Epoxide hydrolase 1"	"Ephx1"	43751000	8418500	3685000	18618166.6666667	8418500	-2.24608039080982	0.0557338773523785
894.37193	"P16460"	"Argininosuccinate synthase"	"Ass1"	50762000	20370000	6795400	25975800	20370000	-2.68860440861966	0.0140308543963193
921.41135	"Q61425"	"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"	"Hadh"	26528000	14703000	5324300	15518433.3333333	14703000	-1.53911752065621	0.162105721988115
2195.9396	"O88569"	"Heterogeneous nuclear ribonucleoproteins A2/B1"	"Hnrnpa2b1"	107070000	50886000	58719000	72225000	58719000	-2.11541632951335	0.0854839207676097
3511.7293	"Q8BKC5"	"Importin-5"	"Ipo5"	108720000	43313000	6752300	52928433.3333333	43313000	-1.54261608766037	0.193340353387242
1330.6365	"P32037"	"Solute carrier family 2, facilitated glucose transporter member 3"	"Slc2a3"	65566000	45041000	12200000	40935666.6666667	45041000	-2.38884242836361	0.0555374107910451
2035.995	"Q99MD9"	"Nuclear autoantigenic sperm protein"	"Nasp"	27335000	22235000	15958000	21842666.6666667	22235000	-1.8850759961965	0.0890457830619682
1378.6477	"Q9R0P9"	"Ubiquitin carboxyl-terminal hydrolase isozyme L1"	"Uchl1"	16149000	3352500	11125000	10208833.3333333	11125000	-1.8889866730748	0.0766547618458734
2414.143	"P16460"	"Argininosuccinate synthase"	"Ass1"	101720000	24051000	7798200	44523066.6666667	24051000	-1.64140200648742	0.129114247504393
1321.5205	"Q9D9J2"	"Testis-expressed sequence 33 protein"	"Tex33"	6919500	2328000	0	3082500	2328000	-1.86059236891516	0.118404957399277
1853.8618	"A7RDN6"	"Renalase"	"Rnls"	23968000	13938000	6241700	14715900	13938000	-2.29586828788398	0.0408461439817793
1787.9247	"Q80Y75"	"DnaJ homolog subfamily B member 13"	"Dnajb13"	10433000	7268800	3283500	6995100	7268800	-1.5426453460258	0.145689076888287
1212.5775	"P27786"	"Steroid 17-alpha-hydroxylase/17,20 lyase"	"Cyp17a1"	229940000	119100000	50534000	133191333.333333	119100000	-5.32111011936052	1.40578785447953e-05
988.48254	"Q8CBE3"	"WD repeat-containing protein 37"	"Wdr37"	0	15208000	3300800	6169600	3300800	-1.63766642681726	0.142618447466714
1521.7385	"P70398"	"Probable ubiquitin carboxyl-terminal hydrolase FAF-X"	"Usp9x"	11058000	6008000	0	5688666.66666667	6008000	-1.80465103799485	0.0987398386773965
1615.8318	"Q9DA79"	"Dipeptidase 3"	"Dpep3"	133190000	88310000	22991000	81497000	88310000	-1.79794952763	0.109167287620729
1097.706	"Q9JMB7"	"Piwi-like protein 1"	"Piwil1"	31914000	16005000	7794500	18571166.6666667	16005000	-1.6885184569979	0.123089411738134
888.41888	"Q62252"	"Sperm surface protein Sp17"	"Spa17"	40216000	35844000	12514000	29524666.6666667	35844000	-1.98917780319684	0.0801132296707727
976.43492	"Q99MD9"	"Nuclear autoantigenic sperm protein"	"Nasp"	36158000	24292000	4825400	21758466.6666667	24292000	-1.5994997824168	0.162662629770876
2279.111	"Q62252"	"Sperm surface protein Sp17"	"Spa17"	31659000	26286000	7866300	21937100	26286000	-2.28062524547969	0.0350560320521962
1487.7151	"Q60662"	"A-kinase anchor protein 4"	"Akap4"	7684200	1438900	2778500	3967200	2778500	-1.76076307932419	0.100851410959168
1567.8134	"P25444"	"40S ribosomal protein S2"	"Rps2"	58048000	12785000	4378700	25070566.6666667	12785000	-1.77592074639149	0.180851116621579
2088.1255	"Q61584"	"Fragile X mental retardation syndrome-related protein 1"	"Fxr1"	17469000	7423100	3234900	9375666.66666667	7423100	-1.62796955272289	0.149099328114941
2987.491	"Q8WTY4"	"Anamorsin"	"Ciapin1"	78267000	16852000	9625100	34914700	16852000	-2.3975374927091	0.0306734637926041
3583.6579	"Q9Z1F9"	"SUMO-activating enzyme subunit 2"	"Uba2"	49957000	31191000	15415000	32187666.6666667	31191000	-1.52535018077629	0.203721334681449
2963.4413	"P16627"	"Heat shock 70 kDa protein 1-like"	"Hspa1l"	50254000	26575000	6526500	27785166.6666667	26575000	-2.1626344735296	0.0704402515224542
2218.0614	"Q9Z2C8"	"Y-box-binding protein 2"	"Ybx2"	26604000	5818300	12634000	15018766.6666667	12634000	-1.62587743822007	0.135727773802758
1894.9577	"Q9QY84"	"Actin-like protein 7A"	"Actl7a"	22248000	7598800	2832500	10893100	7598800	-1.56130303533114	0.161460758996547
1838.9601	"Q8R1V4"	"Transmembrane emp24 domain-containing protein 4"	"Tmed4"	24355000	10690000	3604700	12883233.3333333	10690000	-1.64928402196555	0.143771681611026
1028.5026	"P52194"	"Calmegin"	"Clgn"	50062000	34637000	10769000	31822666.6666667	34637000	-3.26812490395346	0.00798158207110172
1381.6799	"O88987"	"A-kinase anchor protein 3"	"Akap3"	90566000	15969000	6724500	37753166.6666667	15969000	-2.82276427752208	0.0139906929897205
1007.4825	"O35490"	"Betaine--homocysteine S-methyltransferase 1"	"Bhmt"	1452500	29649000	15191000	15430833.3333333	15191000	-2.46120313765734	0.0282733208877604
2067.9035	"Q9D1K7"	"UPF0687 protein C20orf27 homolog"	""	55911000	52647000	25381000	44646333.3333333	52647000	-2.22856139265755	0.0609685577829126
1558.7701	"Q8C0M9"	"Isoaspartyl peptidase/L-asparaginase;Isoaspartyl peptidase/L-asparaginase alpha chain;Isoaspartyl peptidase/L-asparaginase beta chain"	"Asrgl1"	60532000	29592000	12181000	34101666.6666667	29592000	-2.09346102798265	0.0693862592695073
2373.0888	"P16460"	"Argininosuccinate synthase"	"Ass1"	154690000	67859000	29339000	83962666.6666667	67859000	-3.96075084091121	0.000706194192582529
1487.6391	"O70250"	"Phosphoglycerate mutase 2"	"Pgam2"	41249000	41117000	17369000	33245000	41117000	-1.83372785658715	0.092275100500098
1086.4506	"P27786"	"Steroid 17-alpha-hydroxylase/17,20 lyase"	"Cyp17a1"	88147000	40212000	15198000	47852333.3333333	40212000	-4.3546101566017	0.000115954347650721
1481.6674	"Q149S1"	"Tektin-4"	"Tekt4"	13012000	5107800	1656800	6592200	5107800	-1.62388398428168	0.134744945005763
777.42726	"Q91ZV0"	"Melanoma inhibitory activity protein 2;cTAGE family member 5"	"Mia2;Ctage5"	14131000	11499000	3699700	9776566.66666667	11499000	-2.4236011181628	0.032844528080101
1568.7909	"P16460"	"Argininosuccinate synthase"	"Ass1"	107440000	59317000	24816000	63857666.6666667	59317000	-3.12648679414896	0.00618848539509523
2887.4102	"P63280"	"SUMO-conjugating enzyme UBC9"	"Ube2i"	92233000	41352000	12868000	48817666.6666667	41352000	-1.5206107360241	0.208335730827743
3039.3715	"Q9R1T2"	"SUMO-activating enzyme subunit 1;SUMO-activating enzyme subunit 1, N-terminally processed"	"Sae1"	28136000	29456000	11299000	22963666.6666667	28136000	-1.56197356095574	0.187725716965347
1211.5975	"Q8BHG1"	"Nardilysin"	"Nrd1"	11397000	12646000	4992900	9678633.33333333	11397000	-1.64054221048775	0.131047645146459
817.46979	"P29341"	"Polyadenylate-binding protein 1"	"Pabpc1"	56769000	28649000	13808000	33075333.3333333	28649000	-1.6483897585504	0.161468643054296
1415.8177	"Q9DAN1"	"Protein disulfide-isomerase-like protein of the testis"	"Pdilt"	9463400	8584500	2762400	6936766.66666667	8584500	-1.83470875274469	0.0876190704535715
1600.8362	"Q9DAG6"	""	"Glipr1l1"	27061000	29882000	10717000	22553333.3333333	27061000	-2.19678083338385	0.0571551836383216
2183.0535	"O88987"	"A-kinase anchor protein 3"	"Akap3"	86248000	22639000	12570000	40485666.6666667	22639000	-3.2296630926585	0.00440383365620631
2011.9925	"Q9JHX6"	"Probable allantoicase"	"Allc"	21105000	11928000	2897400	11976800	11928000	-2.18183579652074	0.0481403881733917
2540.3064	"P27786"	"Steroid 17-alpha-hydroxylase/17,20 lyase"	"Cyp17a1"	552630000	317400000	144820000	338283333.333333	317400000	-3.98041276758922	0.000337457360036979
1381.637	"Q61316"	"Heat shock 70 kDa protein 4"	"Hspa4"	33645000	20622000	8087800	20784933.3333333	20622000	-1.56160375846692	0.189927171140166
1540.7266	"Q6ZQ38"	"Cullin-associated NEDD8-dissociated protein 1"	"Cand1"	25228000	15051000	3960500	14746500	15051000	-1.55559048902092	0.172280538819012
1940.888	"P49891"	"Estrogen sulfotransferase, testis isoform"	"Sult1e1"	57600000	26029000	11187000	31605333.3333333	26029000	-3.41106333711128	0.00275010804102409
1864.9782	"P27786"	"Steroid 17-alpha-hydroxylase/17,20 lyase"	"Cyp17a1"	939110000	168440000	65928000	391159333.333333	168440000	-4.50562235936924	0.000108986230359897
864.43413	"Q9JMB7"	"Piwi-like protein 1"	"Piwil1"	26908000	5864600	3194200	11988933.3333333	5864600	-1.56794089422588	0.161566980897706
1645.7736	"Q61845"	"Meiosis-expressed gene 1 protein"	"Meig1"	68494000	20435000	15574000	34834333.3333333	20435000	-1.88171646052986	0.0966233480846811
1602.8154	"Q9QY83"	"Actin-like protein 7B"	"Actl7b"	41876000	29678000	11053000	27535666.6666667	29678000	-2.12898445247306	0.0620016489345113
2130.9647	"Q61656"	"Probable ATP-dependent RNA helicase DDX5"	"Ddx5"	49975000	32181000	10380000	30845333.3333333	32181000	-1.60613036050419	0.172300599557165
2534.2958	"Q01755"	"T-complex protein 11"	"Tcp11"	70822000	32638000	12937000	38799000	32638000	-2.13421916307272	0.0713331485325089
1463.7045	"Q78ZA7"	"Nucleosome assembly protein 1-like 1;Nucleosome assembly protein 1-like 4"	"Nap1l1;Nap1l4"	37366000	13798000	13171000	21445000	13798000	-1.52120601202165	0.182782447619294
2847.3836	"Q9D379"	"Epoxide hydrolase 1"	"Ephx1"	80181000	13149000	6263800	33197933.3333333	13149000	-2.30278238530561	0.0430132095438298
1230.6219	"Q9JJL0"	""	"Tsga8"	15221000	5652700	2570600	7814766.66666667	5652700	-1.8304886717252	0.0874519144170707
974.48552	"O35490"	"Betaine--homocysteine S-methyltransferase 1"	"Bhmt"	96030000	31486000	15441000	47652333.3333333	31486000	-4.62149793553917	6.24630514984874e-05
790.3821	"P28667"	"MARCKS-related protein"	"Marcksl1"	8801100	19954000	11063000	13272700	11063000	-1.56285025942134	0.15026798004933
2304.1386	"P62821"	"Ras-related protein Rab-1A"	"Rab1A"	21628000	12757000	6347000	13577333.3333333	12757000	-2.35104942705953	0.0398060372887306
1329.6525	"P80314"	"T-complex protein 1 subunit beta"	"Cct2"	77900000	56308000	22262000	52156666.6666667	56308000	-2.0801711961723	0.0872869204652604
2525.1717	"Q64514"	"Tripeptidyl-peptidase 2"	"Tpp2"	42825000	21146000	4632400	22867800	21146000	-2.14574582014867	0.0606864355373227
1050.4917	"Q01768"	"Nucleoside diphosphate kinase B;Nucleoside diphosphate kinase A"	"Nme2;Nme1"	98320000	107610000	47530000	84486666.6666667	98320000	-1.93683066631096	0.127642136766177
1453.7201	"P17710"	"Hexokinase-1"	"Hk1"	14182000	12833000	4079400	10364800	12833000	-1.60218670495132	0.148424418624001
2362.1012	"P30416"	"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed"	"Fkbp4"	34676000	14081000	8693800	19150266.6666667	14081000	-2.50053242746102	0.0259997167380824
3535.5377	"P35487"	"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial"	"Pdha2"	70962000	48182000	27014000	48719333.3333333	48182000	-2.98908422644642	0.0102742492983681
1879.8557	"Q8BMF4"	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	"Dlat"	15924000	17013000	7919500	13618833.3333333	15924000	-1.59964679012961	0.145908262527622
3098.3902	"Q9JII5"	"DAZ-associated protein 1"	"Dazap1"	34240000	40385000	14219000	29614666.6666667	34240000	-1.51496678483705	0.164902683047258
2976.5419	"P00342"	"L-lactate dehydrogenase C chain"	"Ldhc"	415550000	22253000	39005000	158936000	39005000	-2.83237732066768	0.0263036276521377
3691.5565	"Q61074"	"Protein phosphatase 1G"	"Ppm1g"	20836000	3207200	4044100	9362433.33333333	4044100	-1.50422725494683	0.167887234244231
787.42284	"P49891"	"Estrogen sulfotransferase, testis isoform"	"Sult1e1"	14813000	11347000	4631600	10263866.6666667	11347000	-2.81107121064044	0.00849664110463394
1750.9505	"P62631"	"Elongation factor 1-alpha 2"	"Eef1a2"	262840000	66467000	36527000	121944666.666667	66467000	-3.06104352480417	0.0147793134536693
2168.075	"P63101"	"14-3-3 protein zeta/delta"	"Ywhaz"	80517000	13961000	38776000	44418000	38776000	-3.18831939866112	0.0063477819505169
2833.3745	"P16460"	"Argininosuccinate synthase"	"Ass1"	182150000	23348000	5853000	70450333.3333333	23348000	-3.61062123476959	0.00213528611028598
2854.119	"Q60662"	"A-kinase anchor protein 4"	"Akap4"	76732000	11720000	12071000	33507666.6666667	12071000	-2.26821269765394	0.0583438742669332
2325.1973	"Q99LX0"	"Protein deglycase DJ-1"	"Park7"	62073000	8206500	6163200	25480900	8206500	-1.50494209654056	0.208638562165393
1188.5986	"Q61496"	"Probable ATP-dependent RNA helicase DDX4"	"Ddx4"	32022000	22305000	8533700	20953566.6666667	22305000	-1.75100216378333	0.135654679902686
1637.8049	"A6H630"	"Protein-glutamate O-methyltransferase"	"Armt1"	59135000	4473200	2136600	21914933.3333333	4473200	-1.74153154137414	0.142228178803984
1859.9517	"Q9JJN4"	"Succinyl-CoA:3-ketoacid coenzyme A transferase 2B, mitochondrial;Succinyl-CoA:3-ketoacid coenzyme A transferase 2A, mitochondrial"	"Oxct2b;Oxct2a"	128330000	23581000	6665200	52858733.3333333	23581000	-1.7099478355565	0.148122203823825
2905.4895	"P06151"	"L-lactate dehydrogenase A chain"	"Ldha"	36919000	15897000	6083800	19633266.6666667	15897000	-1.54448524090571	0.193652016890943
1151.5315	"Q9JJN4"	"Succinyl-CoA:3-ketoacid coenzyme A transferase 2B, mitochondrial;Succinyl-CoA:3-ketoacid coenzyme A transferase 2A, mitochondrial"	"Oxct2b;Oxct2a"	26080000	17086000	5138500	16101500	17086000	-1.52778444178696	0.157714623392125
802.43711	"O70325"	"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial"	"Gpx4"	86397000	33619000	13357000	44457666.6666667	33619000	-1.79167469418846	0.131885830948377
848.44259	"Q9JMB7"	"Piwi-like protein 1"	"Piwil1"	14901000	4017000	1665300	6861100	4017000	-1.90277001112723	0.0925308308479392
2276.126	"P17156"	"Heat shock-related 70 kDa protein 2"	"Hspa2"	460510000	259590000	115470000	278523333.333333	259590000	-1.61184954358854	0.158636421846799
2129.0501	"Q9Z2C8"	"Y-box-binding protein 2"	"Ybx2"	12929000	2928300	6960400	7605900	6960400	-2.04239695694244	0.0578154848011687
858.40831	"O09035"	"Diazepam-binding inhibitor-like 5"	"Dbil5"	60359000	83158000	26755000	56757333.3333333	60359000	-1.54355329787623	0.171404269945472
941.48181	"P17710"	"Hexokinase-1"	"Hk1"	9552900	8978900	2757400	7096400	8978900	-2.13132721452346	0.0489470552183693
904.51305	"P16460"	"Argininosuccinate synthase"	"Ass1"	27068000	10241000	5023500	14110833.3333333	10241000	-1.65994290801198	0.115968321603688
1738.9651	"O08709"	"Peroxiredoxin-6"	"Prdx6"	0	8678000	9871500	6183166.66666667	8678000	-1.55927778576228	0.155076633948026
1195.5656	"P16460"	"Argininosuccinate synthase"	"Ass1"	41693000	4131300	4703900	16842733.3333333	4703900	-3.08119302343244	0.00638266429307164
4290.1208	"Q9D8N0"	"Elongation factor 1-gamma"	"Eef1g"	90382000	24373000	11283000	42012666.6666667	24373000	-1.84133740296852	0.137110586192344
1304.734	"Q3V132"	"ADP/ATP translocase 4;ADP/ATP translocase 4, N-terminally processed"	"Slc25a31"	18026000	15528000	5638700	13064233.3333333	15528000	-2.10328957399694	0.0571785403244148
1646.7801	"P27786"	"Steroid 17-alpha-hydroxylase/17,20 lyase"	"Cyp17a1"	119970000	61903000	4053600	61975533.3333333	61903000	-4.41120448963636	0.000264780509379322
2499.2857	"P17156"	"Heat shock-related 70 kDa protein 2"	"Hspa2"	6515500	10607000	706430	5942976.66666667	6515500	-1.74014544006273	0.118804089004811
1284.7038	"P57776"	"Elongation factor 1-delta"	"Eef1d"	44526000	28748000	14526000	29266666.6666667	28748000	-1.96250277715768	0.112878121885143
1456.7423	"Q9DA79"	"Dipeptidase 3"	"Dpep3"	24914000	6646600	11290000	14283533.3333333	11290000	-2.35709455086546	0.0353655804474942
